,zipcodes,income,food,essentials,IEE
867,94016,2388,418,1508,461
868,60007,5501,1195,1161,3144
869,44101,7493,3046,1661,2785
870,60007,11952,6948,756,4247
871,22031,9170,6442,2210,517
872,22031,2205,680,1099,425
873,94016,6496,2483,2575,1436
874,22031,12321,5520,3686,3113
875,94016,3170,1383,818,967
876,60007,1699,1241,314,142
877,60007,5398,3266,1413,718
878,44101,11654,3874,1622,6157
879,10024,11370,2403,4165,4801
880,22031,4768,2597,448,1722
881,10024,12144,6930,2249,2963
882,60007,1439,466,463,509
883,10024,9877,1899,2042,5935
884,10024,1469,259,722,486
885,44101,5045,1477,1854,1713
886,94016,11780,3308,4673,3798
887,94016,11469,4497,3110,3861
888,10024,6099,3068,254,2775
889,22031,11962,6302,3937,1721
890,94016,12376,6610,3885,1879
891,22031,10969,2320,4586,4062
892,94016,3017,1461,794,760
893,44101,3144,2203,676,264
894,10024,8412,3834,2115,2461
895,94016,7273,1158,3543,2571
896,44101,8510,2176,2567,3766
897,60007,6717,1943,1884,2889
898,44101,3955,2044,1705,204
899,10024,5391,1638,1859,1892
900,94016,2566,562,1181,822
901,60007,5290,1198,1224,2866
902,22031,10193,3711,4602,1879
903,60007,5275,3428,248,1597
904,22031,8151,206,3646,4297
905,44101,1682,79,354,1248
906,22031,6031,1622,2869,1538
907,44101,9772,260,2270,7241
908,94016,6509,1785,979,3744
909,44101,2170,795,949,425
910,94016,11774,37,4266,7469
911,94016,5495,200,3060,2234
912,94016,12005,5610,5250,1144
913,60007,1201,404,498,298
914,22031,6818,5751,327,739
915,10024,11245,5057,2489,3698
916,10024,9227,3415,2844,2967
917,94016,2262,914,707,640
918,22031,6405,2334,1239,2830
919,44101,7326,4549,714,2062
920,22031,5317,1648,1412,2255
921,60007,2392,43,1330,1017
922,94016,4094,1195,1577,1321
923,22031,8871,1535,3428,3907
924,44101,2845,714,973,1157
925,60007,12362,3287,3880,5194
926,44101,4485,2142,1303,1038
927,44101,3099,1407,574,1117
928,60007,10025,3382,1922,4719
929,22031,10351,1957,3637,4755
930,60007,10520,2633,3208,4677
931,94016,9664,3951,2069,3642
932,60007,5773,2254,2822,695
933,22031,2290,651,407,1230
934,22031,9771,2193,2518,5058
935,22031,8672,6170,1359,1142
936,94016,3369,1465,1544,359
937,94016,2066,529,705,830
938,10024,10661,5731,3369,1559
939,10024,5402,271,2815,2314
940,10024,10917,3544,3906,3465
941,10024,1557,910,390,255
942,22031,10177,5815,124,4237
943,10024,11904,4631,4403,2868
944,22031,9942,3741,3955,2245
945,60007,11777,3313,1142,7320
946,44101,1854,315,815,722
947,10024,5270,2666,160,2442
948,60007,4537,1110,1542,1884
949,10024,8731,2268,6289,173
950,60007,4667,2641,2024,0
951,10024,6344,1992,2017,2334
952,22031,2804,1156,728,918
953,22031,11746,6387,3599,1758
954,22031,3587,370,1627,1589
955,44101,12414,3341,5508,3563
956,44101,4428,2672,883,871
957,10024,6175,2325,3781,67
958,10024,8761,889,7171,700
959,44101,2301,1321,889,90
960,10024,3904,1574,1933,395
961,94016,9756,3262,2019,4473
962,44101,7677,3696,3086,893
963,60007,9623,2182,2875,4564
964,10024,11249,4102,4056,3090
965,94016,5029,1063,1753,2211
966,94016,8656,4679,139,3837
967,22031,3775,1402,1561,811
968,44101,9794,5089,3515,1189
969,94016,8048,3996,3671,379
970,44101,2011,506,1259,244
971,44101,10231,1017,4488,4725
972,10024,10518,4500,3495,2521
973,44101,4756,1734,184,2837
974,10024,3253,632,1300,1319
975,22031,4916,3217,471,1227
976,60007,1861,435,598,827
977,22031,3133,609,1615,907
978,94016,3537,2866,298,371
979,60007,9372,4449,1239,3682
980,60007,4381,909,2768,703
981,60007,3066,654,835,1575
982,94016,2334,1567,482,284
983,94016,3527,635,1491,1400
984,94016,6689,344,6234,110
985,44101,3014,1441,1444,127
986,10024,6953,2353,4509,89
987,44101,4546,2586,1716,242
988,94016,10075,3441,2255,4377
989,10024,5071,2087,2595,388
990,22031,2350,390,666,1293
991,60007,4019,419,1789,1810
992,94016,1090,717,316,55
993,10024,2782,1403,417,960
994,44101,10238,6311,3633,292
995,10024,9416,3461,4685,1268
996,94016,5046,1880,1650,1514
997,60007,7011,2813,2693,1503
998,10024,10037,3968,2699,3369
999,94016,8027,2013,2741,3272
1000,60007,2701,755,1057,888
1001,22031,4503,3926,38,538
1002,60007,6864,2878,2753,1232
1003,10024,9417,4808,242,4366
1004,60007,5676,2373,2707,594
1005,22031,3151,767,1393,990
1006,22031,8838,1219,3245,4373
1007,22031,7496,5002,222,2270
1008,94016,6781,1717,4794,269
1009,94016,6854,2694,2465,1694
1010,22031,9474,1246,6131,2095
1011,60007,9505,2728,4297,2479
1012,94016,5656,94,3133,2427
1013,22031,9821,2057,82,7680
1014,22031,11793,3332,4149,4311
1015,10024,11340,4017,2950,4372
1016,44101,11049,2811,269,7967
1017,10024,9181,2469,2941,3770
1018,94016,7998,2079,5764,154
1019,22031,6864,3192,499,3172
1020,44101,3473,1062,1372,1038
1021,10024,6274,2724,1237,2311
1022,22031,1218,147,727,343
1023,10024,8683,2867,1788,4027
1024,44101,8121,1352,3408,3359
1025,22031,6906,4822,1736,346
1026,10024,8406,1927,3909,2568
1027,22031,5558,3032,632,1892
1028,10024,11211,2455,2700,6055
1029,60007,2378,679,298,1400
1030,60007,4718,1828,1053,1835
1031,44101,1599,862,280,455
1032,44101,6113,1202,3119,1790
1033,94016,7596,2098,1142,4355
1034,94016,3253,1447,1126,679
1035,10024,4995,562,541,3891
1036,44101,7995,2686,3895,1412
1037,44101,4562,2763,39,1759
1038,22031,10774,1488,8993,291
1039,22031,5694,363,3410,1919
1040,60007,6653,1408,2538,2706
1041,94016,11616,60,9234,2321
1042,94016,1445,243,456,745
1043,10024,3316,1049,754,1512
1044,94016,10733,2669,2298,5764
1045,22031,8029,3503,2805,1720
1046,44101,11995,5150,4964,1880
1047,94016,12335,6777,1326,4230
1048,22031,11744,4159,5033,2550
1049,60007,8451,1176,6959,314
1050,44101,8068,1205,6152,709
1051,60007,4060,877,755,2427
1052,22031,2827,1875,26,924
1053,10024,3406,419,1468,1518
1054,22031,2913,1358,675,878
1055,22031,5529,2114,3272,142
1056,94016,2165,734,1417,13
1057,22031,5350,2646,1635,1067
1058,22031,1819,455,783,580
1059,22031,5810,1614,1825,2369
1060,44101,8738,6119,2196,421
1061,60007,7759,2523,1093,4142
1062,60007,2664,1083,1162,417
1063,10024,9997,1157,3797,5041
1064,60007,12274,6156,4337,1779
1065,22031,12381,5604,881,5895
1066,60007,5520,1284,2025,2209
1067,10024,5932,1810,1088,3033
1068,94016,4093,2882,0,1210
1069,94016,5764,1999,600,3163
1070,60007,2595,250,1876,468
1071,10024,5665,3701,1772,190
1072,22031,9001,3939,2175,2886
1073,94016,7470,1587,3765,2116
1074,94016,4482,788,1511,2181
1075,44101,4484,911,1873,1699
1076,44101,9802,2965,4117,2719
1077,60007,10777,147,5207,5422
1078,94016,7677,1808,3976,1891
1079,94016,10750,854,5009,4886
1080,22031,9412,4976,4305,129
1081,22031,12482,2901,5348,4232
1082,60007,12493,5142,3390,3960
1083,22031,11735,2600,5153,3981
1084,44101,1122,209,776,135
1085,44101,3859,2041,496,1321
1086,10024,2450,666,733,1049
1087,22031,3690,1740,1104,844
1088,94016,4754,2419,1830,503
1089,60007,6075,3126,486,2462
1090,94016,3331,1360,200,1769
1091,44101,2390,782,710,897
1092,22031,3789,163,2068,1556
1093,94016,1778,899,216,662
1094,60007,3624,1793,1105,724
1095,44101,3158,987,1414,755
1096,60007,4094,1329,2285,478
1097,44101,7599,2759,3002,1837
1098,22031,10326,3671,3054,3599
1099,44101,6795,3471,731,2591
1100,44101,8024,1337,1412,5274
1101,44101,3404,1545,1491,366
1102,44101,9485,3024,4298,2162
1103,94016,1071,423,255,392
1104,60007,7592,1717,5410,463
1105,44101,7117,3186,398,3531
1106,94016,8491,3825,2531,2133
1107,10024,11317,3529,2827,4960
1108,60007,6341,1948,2344,2048
1109,60007,6473,2300,1650,2522
1110,44101,9488,3604,3652,2231
1111,10024,5721,763,3417,1540
1112,60007,7996,5478,2347,170
1113,60007,6519,2125,2471,1921
1114,22031,4472,2208,611,1652
1115,10024,7024,414,2310,4299
1116,10024,5835,147,2486,3201
1117,22031,12220,4419,4933,2866
1118,44101,5197,2799,1966,430
1119,10024,7932,4379,3322,230
1120,44101,9826,2112,4487,3226
1121,22031,4314,1931,629,1753
1122,22031,4338,1492,1575,1269
1123,10024,9435,4977,2229,2227
1124,60007,11701,5170,2338,4192
1125,44101,2536,2049,251,234
1126,10024,4729,1930,1659,1138
1127,10024,9170,4602,2430,2136
1128,94016,3060,1293,182,1583
1129,10024,8884,3673,3161,2049
1130,10024,9299,3332,4908,1058
1131,44101,1096,29,211,854
1132,22031,12076,4817,747,6510
1133,22031,4634,1554,864,2214
1134,22031,7582,221,4086,3274
1135,22031,2836,1483,601,751
1136,94016,5135,1404,1460,2269
1137,60007,4084,2213,932,937
1138,10024,7610,3307,2296,2006
1139,44101,12057,2494,4866,4696
1140,94016,6454,752,2255,3445
1141,94016,6294,1626,2810,1856
1142,44101,1596,487,528,579
1143,60007,12393,1000,5413,5979
1144,22031,10853,5667,867,4317
1145,44101,7379,4812,832,1734
1146,10024,8885,6808,108,1968
1147,22031,10621,3921,129,6570
1148,60007,3549,1934,8,1605
1149,22031,8520,4451,2181,1886
1150,60007,11730,2382,4474,4873
1151,60007,12191,5906,1575,4709
1152,44101,3244,1031,1020,1192
1153,44101,3527,551,1907,1068
1154,60007,11186,5900,1102,4182
1155,60007,1874,592,734,546
1156,22031,10975,1917,7885,1172
1157,44101,5829,2195,1801,1832
1158,94016,1176,395,329,451
1159,94016,3980,804,1355,1820
1160,22031,2972,300,1241,1429
1161,60007,7480,670,2648,4160
1162,10024,6969,3707,735,2525
1163,94016,7607,3919,2191,1495
1164,10024,5793,2556,643,2592
1165,94016,5643,2281,419,2941
1166,22031,8663,3680,4621,360
1167,10024,12067,4332,5327,2406
1168,22031,6737,415,2970,3351
1169,22031,11481,4353,3886,3241
1170,10024,4862,2406,1656,799
1171,22031,1615,1352,89,173
1172,44101,10067,4184,2104,3778
1173,60007,1009,76,427,505
1174,10024,7873,3984,2322,1566
1175,94016,11672,5285,4592,1794
1176,94016,12365,3746,2533,6085
1177,94016,8593,6316,498,1777
1178,44101,9517,5628,176,3711
1179,94016,3602,939,848,1814
1180,94016,3487,415,1404,1667
1181,94016,9586,3374,1793,4417
1182,22031,11149,3680,1444,6023
1183,60007,1096,390,385,320
1184,94016,5738,2546,708,2482
1185,94016,1001,34,600,365
1186,60007,12445,4555,6155,1733
1187,10024,7504,2241,1276,3986
1188,44101,4977,3009,125,1842
1189,94016,8094,6633,437,1023
1190,10024,1697,677,556,463
1191,94016,12456,3692,7015,1747
1192,94016,1488,893,80,514
1193,10024,7528,469,1059,5999
1194,22031,1139,511,225,401
1195,60007,10832,1558,4956,4316
1196,44101,2081,234,870,975
1197,44101,12433,5205,3402,3825
1198,10024,10767,6182,762,3821
1199,60007,10303,2583,3734,3985
1200,44101,8459,4618,1898,1941
1201,94016,1926,471,885,569
1202,22031,2143,938,744,460
1203,22031,12206,4137,4067,4000
1204,60007,7184,3176,3734,272
1205,10024,8826,4028,2948,1848
1206,94016,8429,1455,3881,3092
1207,44101,1794,505,953,334
1208,44101,8465,656,7573,234
1209,44101,10154,4353,1685,4115
1210,44101,12402,1293,10618,489
1211,94016,9621,2396,4764,2459
1212,60007,1773,1040,112,620
1213,22031,1940,453,230,1255
1214,60007,1052,321,330,399
1215,44101,9671,2990,5866,814
1216,60007,2537,704,863,969
1217,44101,6486,1791,2596,2098
1218,60007,11689,516,6353,4818
1219,60007,7874,1973,1572,4328
1220,44101,2415,1806,92,515
1221,44101,5751,2620,2429,701
1222,60007,1019,433,357,228
1223,60007,1321,148,237,935
1224,44101,6177,1570,2483,2122
1225,44101,8927,3007,2347,3571
1226,22031,4710,1900,2391,418
1227,94016,1642,404,494,743
1228,94016,1646,97,311,1236
1229,94016,3744,1417,1353,973
1230,10024,5274,1928,1360,1984
1231,94016,3070,606,781,1681
1232,44101,9986,4173,2093,3719
1233,94016,8076,5893,992,1190
1234,60007,2468,1764,312,390
1235,10024,5354,1282,1283,2788
1236,22031,3714,247,1805,1660
1237,60007,6824,1645,2102,3076
1238,60007,8869,1639,1586,5642
1239,60007,10072,3083,3716,3271
1240,44101,10870,5035,2354,3479
1241,22031,5816,2828,1381,1606
1242,94016,2769,354,1086,1328
1243,60007,2600,692,19,1887
1244,44101,4833,2224,1445,1162
1245,10024,1333,365,408,558
1246,44101,4132,1503,1517,1110
1247,60007,6493,4299,511,1682
1248,22031,11633,4809,3080,3742
1249,10024,4872,2206,2344,320
1250,44101,9815,930,7463,1421
1251,10024,11695,3303,6995,1395
1252,10024,3663,573,1676,1412
1253,44101,3190,1276,1049,864
1254,10024,3505,1101,881,1522
1255,60007,2152,579,766,806
1256,60007,6016,1438,2321,2256
1257,44101,2053,907,338,806
1258,60007,4190,1432,958,1799
1259,60007,9011,469,3714,4826
1260,60007,1145,90,429,624
1261,44101,7777,163,2869,4744
1262,44101,9455,3961,4608,885
1263,10024,3166,296,1456,1412
1264,94016,9175,1646,3044,4484
1265,22031,10514,3488,2109,4915
1266,94016,1858,1285,159,412
1267,22031,10684,5316,3618,1749
1268,22031,1119,262,548,307
1269,22031,6350,1369,1781,3199
1270,44101,4864,2474,382,2007
1271,10024,3282,1471,1096,713
1272,44101,1064,132,500,431
1273,60007,9122,1525,5599,1996
1274,10024,10630,3703,1678,5247
1275,22031,5226,2709,1727,789
1276,22031,4223,645,1973,1604
1277,10024,8656,2736,1961,3957
1278,22031,12369,4095,4003,4270
1279,94016,6036,2279,1536,2219
1280,44101,6352,2100,1901,2349
1281,44101,9308,3497,2084,3726
1282,22031,5682,1320,1155,3206
1283,60007,10482,6968,205,3307
1284,22031,11541,3859,2224,5456
1285,10024,4102,1302,86,2712
1286,22031,11343,5322,889,5130
1287,44101,3843,1449,1047,1345
1288,22031,11721,3105,4001,4613
1289,60007,1131,542,13,575
1290,22031,8631,3373,1344,3913
1291,60007,9164,4622,3053,1488
1292,44101,2327,1527,571,228
1293,22031,3362,1681,414,1265
1294,22031,3573,2823,254,494
1295,94016,4910,1880,524,2504
1296,94016,8295,3178,2256,2859
1297,10024,9004,627,7476,899
1298,10024,8325,2655,3369,2299
1299,60007,11144,3251,2333,5558
1300,22031,5719,53,3829,1835
1301,94016,4867,1271,124,3470
1302,94016,1008,222,2,782
1303,10024,2728,1483,1101,142
1304,94016,1178,81,555,541
1305,10024,10033,899,3770,5363
1306,10024,4914,1769,2093,1050
1307,22031,6582,4213,539,1829
1308,44101,4944,1772,1013,2158
1309,44101,1272,444,15,811
1310,44101,4485,1573,1748,1162
1311,22031,11157,387,661,10107
1312,44101,1262,447,367,447
1313,94016,11406,4747,5466,1191
1314,44101,8511,4995,2504,1010
1315,94016,10480,2099,5137,3242
1316,10024,4263,618,1772,1872
1317,10024,2226,1784,386,54
1318,22031,3110,752,447,1909
1319,10024,3140,672,1542,925
1320,94016,3214,2019,420,774
1321,22031,7825,3828,2139,1856
1322,44101,3887,766,452,2667
1323,44101,7322,3783,293,3244
1324,10024,11770,5876,4215,1678
1325,44101,5293,1310,2232,1749
1326,10024,1483,485,812,185
1327,94016,1886,1146,217,521
1328,60007,2687,1469,154,1062
1329,10024,5344,3080,1460,802
1330,10024,4375,2286,1174,914
1331,10024,10940,3214,1571,6154
1332,10024,4385,1229,1128,2026
1333,60007,10310,2913,3048,4348
1334,22031,2010,834,656,518
1335,94016,2461,1651,205,603
1336,22031,10132,4038,862,5231
1337,94016,6403,575,3372,2454
1338,94016,5166,2170,1807,1188
1339,60007,10315,8393,301,1620
1340,60007,9447,470,5749,3227
1341,60007,5116,1528,707,2879
1342,60007,9607,5267,3062,1277
1343,94016,1629,825,180,623
1344,22031,7834,2991,1522,3320
1345,60007,3582,1728,946,907
1346,44101,6822,1226,608,4987
1347,94016,1968,929,1035,3
1348,60007,6081,2790,2693,596
1349,94016,3697,1607,1270,818
1350,22031,3618,746,1328,1542
1351,44101,11693,4601,4512,2578
1352,44101,10984,4377,2660,3946
1353,44101,1521,229,70,1221
1354,44101,9903,485,321,9096
1355,22031,5743,1273,964,3504
1356,22031,4189,756,2679,752
1357,94016,7706,3467,2390,1847
1358,10024,2406,590,417,1398
1359,22031,3261,891,1123,1246
1360,44101,3306,783,723,1799
1361,94016,1844,578,636,628
1362,22031,5838,2318,523,2995
1363,44101,1710,512,731,465
1364,22031,7346,1501,2717,3127
1365,44101,12382,1757,7889,2735
1366,60007,4150,2519,689,940
1367,60007,11086,742,4002,6340
1368,60007,5001,1030,2340,1630
1369,22031,5834,2556,1557,1719
1370,10024,9115,4352,112,4649
1371,22031,11718,1184,10419,113
1372,22031,4812,495,1979,2336
1373,22031,5187,4329,561,295
1374,10024,6615,1483,5116,15
1375,60007,10830,3381,4968,2480
1376,60007,7686,3269,202,4214
1377,94016,7951,150,7098,701
1378,60007,12425,4688,2368,5368
1379,44101,4480,2025,2425,29
1380,94016,6376,5031,920,423
1381,22031,12252,3013,4213,5025
1382,22031,12121,4970,2922,4228
1383,10024,11291,6651,2366,2273
1384,44101,8959,6561,1449,947
1385,10024,3418,1345,687,1384
1386,44101,9731,5699,2642,1389
1387,60007,9101,3746,4482,872
1388,22031,9482,1596,3478,4407
1389,60007,1710,317,110,1281
1390,10024,1605,982,108,514
1391,94016,3107,737,1370,998
1392,10024,4177,1444,2228,504
1393,10024,3179,841,1148,1188
1394,22031,1680,476,668,534
1395,44101,1467,476,402,588
1396,94016,5293,2858,1625,808
1397,22031,4769,3212,1445,110
1398,94016,1659,710,589,358
1399,60007,1298,595,16,685
1400,94016,11797,5889,2981,2925
1401,94016,7033,1449,1740,3842
1402,60007,12214,2629,5205,4379
1403,22031,8431,625,5710,2095
1404,44101,9778,3233,3565,2979
1405,22031,6158,2203,1945,2008
1406,60007,4572,869,1570,2131
1407,22031,8410,4110,1748,2550
1408,10024,8069,3467,3108,1492
1409,10024,7372,1135,3004,3232
1410,10024,2870,2010,93,765
1411,60007,6764,2735,3455,573
1412,10024,12247,6167,5316,762
1413,10024,10973,2672,3852,4448
1414,44101,11543,4070,1370,6101
1415,44101,10821,3300,3389,4130
1416,10024,9787,5199,493,4093
1417,10024,9310,3909,2367,3032
1418,22031,3522,1885,397,1238
1419,60007,11006,155,4541,6309
1420,94016,2458,1260,549,647
1421,60007,5454,2664,1737,1051
1422,10024,1815,245,975,593
1423,10024,11383,5370,5878,134
1424,60007,6285,1008,4497,779
1425,44101,9950,6882,993,2073
1426,44101,9747,2270,4129,3346
1427,10024,9925,1815,3364,4745
1428,10024,10754,7011,3688,54
1429,94016,6489,2753,810,2925
1430,44101,9456,4000,4709,746
1431,44101,7296,4817,363,2115
1432,44101,8358,4320,795,3241
1433,60007,1676,71,753,850
1434,60007,5660,226,3005,2428
1435,22031,9254,3580,2453,3219
1436,94016,2290,1027,114,1148
1437,60007,3415,1612,199,1603
1438,44101,4591,367,3520,703
1439,44101,10961,5082,5401,477
1440,10024,3171,600,502,2067
1441,94016,11859,6549,1031,4278
1442,10024,7477,3221,3147,1108
1443,10024,6647,3539,22,3085
1444,10024,6483,1840,2895,1746
1445,22031,1010,242,335,431
1446,94016,6076,2049,2928,1097
1447,44101,10082,5668,246,4167
1448,44101,11608,5401,2872,3334
1449,60007,2966,1189,905,871
1450,94016,11787,3279,5270,3236
1451,94016,7836,1308,2296,4230
1452,10024,10001,566,5416,4018
1453,44101,7039,3983,1502,1553
1454,60007,8458,2027,3596,2833
1455,60007,10861,2223,7068,1568
1456,60007,1038,329,383,325
1457,94016,8898,2143,1506,5248
1458,10024,9857,193,3373,6290
1459,10024,8688,1447,1198,6041
1460,22031,12375,395,5518,6460
1461,10024,4937,704,1908,2323
1462,60007,5783,2996,1788,997
1463,44101,12175,2583,5927,3663
1464,10024,12324,6877,2294,3151
1465,60007,2128,464,561,1102
1466,94016,7838,4004,969,2863
1467,22031,7528,2604,3554,1368
1468,10024,1716,63,832,819
1469,10024,10539,7114,108,3316
1470,60007,6603,2956,2308,1337
1471,44101,8616,2878,3707,2029
1472,22031,7653,2120,3954,1577
1473,10024,9513,5406,471,3634
1474,44101,4646,1412,2589,644
1475,94016,7373,4378,22,2972
1476,10024,11937,3897,7856,182
1477,60007,11819,3202,7413,1203
1478,94016,3100,680,965,1454
1479,22031,11035,357,7618,3059
1480,44101,5239,1697,1761,1779
1481,60007,2959,1003,649,1305
1482,60007,8792,5797,2702,291
1483,60007,3832,1591,415,1824
1484,94016,4754,144,3991,618
1485,60007,9960,1973,3485,4500
1486,10024,11078,4564,4534,1978
1487,60007,1372,79,119,1172
1488,44101,10113,4538,4222,1351
1489,22031,9418,4737,4320,360
1490,94016,10120,4810,5254,55
1491,10024,9945,2518,2466,4959
1492,94016,1512,248,17,1246
1493,22031,12109,7509,1532,3066
1494,94016,1146,507,221,416
1495,10024,10222,815,3788,5617
1496,44101,9122,2514,2292,4314
1497,94016,5599,1368,2289,1940
1498,60007,2225,1068,896,260
1499,94016,1428,660,575,192
1500,94016,11208,600,7225,3381
1501,10024,2115,1449,85,580
1502,44101,3200,368,2668,163
1503,44101,2711,438,977,1294
1504,60007,2724,735,1078,910
1505,10024,7688,6370,921,396
1506,22031,1807,661,703,442
1507,22031,9361,4854,3140,1365
1508,60007,4810,1994,1042,1772
1509,44101,4618,395,2926,1296
1510,44101,6858,1921,1050,3886
1511,94016,2270,1225,169,875
1512,10024,9857,6599,2671,586
1513,94016,8839,643,7544,651
1514,22031,12230,4341,2627,5261
1515,60007,5073,2266,2431,374
1516,60007,4248,1435,2240,572
1517,44101,2605,991,527,1085
1518,22031,3780,1901,1244,634
1519,94016,3591,880,1066,1643
1520,22031,3106,483,1907,715
1521,60007,10452,5800,4608,43
1522,10024,3618,1373,1907,336
1523,44101,11469,1997,5299,4171
1524,44101,9075,3886,879,4309
